Autor	Tekst	Procesiran tekst
5	bejaste li, braćo moja mlada, da l' bejaste vi na groblju kada, aj' na groblju, na golemu? - ta uvek smo mi na njemu. groblje j' zemlja kom se hodi; groblje j' voda kom se brodi; groblje — vrti i gradine; groblje — brda i doline, svaka stopa: grob do groba. groblje j' spomen doba sviju, groblje — knjige što se štiju, povesnica svih zemalja, starostavnik cara, kralja. i čitulja viših slika izbranika, mučenika, od početka pamtiveka, sve j' to groblje — al' je i kolevka. nema broja ni imena u visini zvezdam' svima, kamol' broja i spomena u zemljici grobovima! milione progutala j' tama, crna tama mnogih tisućleća, niko ih se više i ne seća, no pogdekom uvek gori sveća. il' je sveća, il' je ime svetlo, il' su dela koja se ne gase, pa redove nedoglednog groblja svojim zrakom krase. ti grobovi, stari, novi, oni sjaju svakom naraštaju — kad se umlje u prošlost udubi u tamnini da se ne izgubi; kad se pustiš u davnine svete u davnine i svete i klete, da ti mis'o puta ne pomete. to su vatre doglasnice, pružajuć' se iz daljnih eona u povorci onoj dugoj — dostavljajuć' jedna drugoj strujom koja napred leti, težeć' samo jednoj meti. pa se tako svetli mlazi - pa se vide svetli trazi jednog duha raznih doba, duha kome nema groba. — u grob samo sruši kosti, strese pep'o koj' mu smeta bržem buju viša leta k uzvišenoj budućnosti. ko s' osvrne da pogledi bistrim okom i pogledom na grobove ove svetle, povesnice dugim redom, mora čuti kako j' živo, kroz vekove, kroz maglinu, ded unuku, otac sinu, borac borcu dovikiv'o: „gde ja stadoh — ti ćeš poći!” „što ne mogoh — ti ćeš moći!” „kud ja nisam — ti ćeš doći!” „što ja počeh — ti produži!” „još smo dužni — ti oduži!” to su zbori, to su glasi kojima se prošlost krasi, što prodiru kroz svet mračni sa grobova onih zračni', spajajući gromkim jekom i božanskom silom nekom, spajajući vek sa vekom i čoveka sa čovekom. oko svakog svetlog groba (baš k'o gore oko zvezda) povesnica priča ovo: hvatalo se neko kolo, kolo mlado, kolo novo, nove klice stara nada, novo cveće stabla stara, duše čiste, srca mlada, naslednici svetog žara; — tu se sleg'o život mladi da se s grobom razgovara. „i ti pade, dragi brate!” — „nisam, deco, vas dok traje!” „je l' ti borba bila teška?” — „pokušajte, milina je!” „šta si hteo? — kud si poš'o?” — „tamo kud se stići mora!” „zar je vera tako jaka?” — „uvek jača od zlotvora!” „malo nas je koj' bi smeli” — — „al' vas jaka sila kreće!” „zar ko može stići celi?” — „ko posumnja nikad neće!” - „a ko behu oni divi koji su te napred zvali, koji su te ojačali, koji su ti krila dali?” — „to bejahu ideali! bez njih nema više leta nad oblakom mraka gusta, bez njih bi se malaksalo, bez njih bi se brzo palo, svet bi bio grob bez cveta, život prazan — mladost pusta!” oko svakog svetlog groba prikuplj'o se život novi, naslednici svetlog žara, kupili se sokolovi, pijuć' dušom svetle zrake. — jest. tako je, braćo draga, ti grobovi nisu rake, već kolevke novih snaga! i vama je, jaoj, pao stegonoša dičnog stega, — al' je sin'o grobak novi, — vi stojite oko njega. tu pogleda brat na brata, p' onda gore, p' onda u se; grudi dršću, usta ćute, ali duše razum'u se. da l' to snaga niče nova? — — daruj, bože, blagoslova, da vas združi bratska sloga, zavetnike koji s' kupe oko groba đurinoga!	"['bejati', 'braća', 'mlad', 'bejati', 'groblje', 'kada', 'hajde', 'groblje', 'golem', 'uvek', 'groblje', 'j', 'zemlja', 'koji', 'hoditi', 'groblje', 'j', 'voda', 'koji', 'broditi', 'groblje', 'vrteti', 'gradina', 'groblje', 'brdo', 'dolina', 'svaki', 'stopa', 'grob', 'grob', 'groblje', 'j', 'spomen', 'doba', 'groblje', 'knjiga', 'štiti', 'povesnica', 'zemlja', 'starostavnik', 'car', 'kralj', 'čitulja', 'visok', 'slika', 'izbranik', 'mučenik', 'početak', 'pamtivek', 'j', 'groblje', 'kolevka', 'nemati', 'broj', 'ime', 'visina', 'zvezdati', 'kamol', 'broj', 'spomen', 'zemljica', 'grob', 'milion', 'progutati', 'j', 'tama', 'crn', 'tama', 'mnogi', 'tisućleće', 'nitko', 'oni', 'mnogo', 'sećati', 'no', 'pogdek', 'uvek', 'goreti', 'sveća', 'ili', 'sveća', 'ili', 'ime', 'svetlo', 'ili', 'delo', 'koji', 'gasiti', 'red', 'nedogledan', 'groblje', 'svoj', 'zrak', 'krasiti', 'grob', 'star', 'nov', 'oni', 'sjaj', 'svaki', 'naraštaj', 'umljati', 'prošlost', 'udubiti', 'tamnina', 'izgubiti', 'pustiti', 'davnina', 'svet', 'davnina', 'svet', 'klet', ""mis'o"", 'puta', 'pomesti', 'vatra', 'doglasnica', 'pružajući', 'daljni', 'eon', 'povorka', 'onaj', 'dug', 'dostavljajući', 'jedan', 'drugi', 'struja', 'koji', 'napred', 'letiti', 'težetiti', 'samo', 'jedan', 'meta', 'tako', 'svetao', 'mlag', 'videti', 'svetao', 'tražiti', 'jedan', 'duh', 'razni', 'doba', 'duh', 'nemati', 'grob', 'grob', 'samo', 'srušiti', 'kost', 'stresti', ""pep'o"", 'koj', 'smetati', 'brz', 'buj', 'visok', 'let', 'k', 'uzvisiti', 'budućnost', 'osvrnuti', 'pogled', 'bistar', 'oka', 'pogled', 'grob', 'ovaj', 'svetao', 'povesnica', 'dug', 'red', 'morati', 'čuti', 'kako', 'j', 'živ', 'kroz', 'vek', 'kroz', 'maglin', 'ded', 'unuka', 'otac', 'sin', 'borac', 'borac', 'dovikivati', 'gde', 'stati', 'poći', '”', 'moći', 'moći', '”', 'kud', 'doći', '”', 'početi', 'produžiti', '”', 'još', 'dužan', 'odužiti', '”', 'zboriti', 'glas', 'koji', 'prošlost', 'krasiti', 'prodirati', 'kroz', 'svet', 'mračan', 'grob', 'onaj', 'zračan', 'spajati', 'gromki', 'jeka', 'božanski', 'sila', 'neki', 'spajati', 'vek', 'vek', 'čovek', 'čovek', 'oko', 'svaki', 'svetao', 'grob', 'baš', 'zlo', 'oko', 'zvezda', 'povesnica', 'pričati', 'ovaj', 'hvatati', 'neki', 'kolo', 'kolo', 'mlad', 'kolo', 'nov', 'nov', 'klica', 'star', 'nada', 'nov', 'cveće', 'stablo', 'star', 'duša', 'čistiti', 'srce', 'mlad', 'naslednik', 'svet', 'žar', 'slegati', 'život', 'mlad', 'grob', 'razgovarati', 'pad', 'drag', 'brat', '”', 'dete', 'dok', 'trajati', '”', 'l', 'borba', 'težak', '”', 'pokušati', 'milina', '”', 'kud', 'poseti', '”', 'tamo', 'kud', 'stići', 'morati', '”', 'zar', 'vera', 'tako', 'jak', '”', 'uvek', 'jačati', 'zlotvor', '”', 'malo', 'koj', 'smesti', '”', 'jak', 'sila', 'kretati', '”', 'zar', 'moći', 'stići', 'cel', '”', 'posumnjati', 'nikad', '”', 'oni', 'diviti', 'koji', 'napred', 'zvati', 'koji', 'ojačati', 'koji', 'krilo', 'dati', '”', 'bejahati', 'ideal', 'bez', 'oni', 'nemati', 'mnogo', 'let', 'nad', 'oblak', 'mrak', 'gust', 'bez', 'oni', 'malaksati', 'bez', 'oni', 'brzo', 'pasti', 'svet', 'grob', 'bez', 'cvet', 'život', 'prazan', 'mladost', 'puštati', '”', 'oko', 'svaki', 'svetao', 'grob', 'prikupljati', 'život', 'nov', 'naslednik', 'svetao', 'žar', 'kupiti', 'sokolov', 'pijući', 'duša', 'svetao', 'zraka', 'tako', 'braća', 'drag', 'grob', 'raka', 'već', 'kolevka', 'nov', 'snaga', 'Jaoj', 'pasti', 'stegonoš', 'dičan', 'steg', ""sin'o"", 'grobak', 'nov', 'stajati', 'oko', 'pogled', 'brat', 'brat', 'poen', 'onda', 'gore', 'poen', 'onda', 'grudi', 'drhtati', 'usta', 'ćutati', 'duša', 'razumiti', 'snaga', 'nicati', 'nov', 'darivati', 'Bog', 'blagoslov', 'združiti', 'bratski', 'sloga', 'zavetnik', 'koji', 'kupiti', 'oko', 'grob', 'đurinog']"
5	tijo noći, moje sunce spava; za glavom joj od bisera grana, a na grani ka da nešto bruji, to su pali sićani slavuji: žice predu od svilena glasa, otkali joj duvak do pojasa, pokrili joj i lice i grudi, da se moje sunce ne probudi.	['Tija', 'noć', 'sunce', 'spavati', 'glava', 'biser', 'grana', 'grana', 'k', 'nešto', 'brujati', 'pasti', 'sićan', 'slavuj', 'žica', 'presti', 'svilen', 'glas', 'otkati', 'duvak', 'pojas', 'pokriti', 'lice', 'grudi', 'sunce', 'probuditi']
6	sva je moja duša ispunjena tobom, kao tamna gora studenom tišinom; kao morsko bezdno neprovidnom tminom; kao večni pokret nevidljivim dobom. i tako beskrajna, i silna, i kobna, tečeš mojom krvlju. žena ili mašta? ali tvoga daha prepuno je svašta, svugde si prisutna, svemu istodobna. kad pobele zvezde, u suton, kad lugom, rađaš se u meni kao sunce noći, i u mome telu drhtiš u samoći, raspaljena ognjem ili smrzla tugom. na tvom tamnom moru lepote i kobi, celo moje biće to je trepet sene; o ljubljena ženo silnija od mene - ti strujiš kroz moje vene u sve dobi. kao mračna tajna ležiš u dnu mene, i moj glas je eho tvog ćutanja. ja te ni ne vidim gde si, a sve duge sate od tebe su moje oči zasenjene.	['duša', 'ispuniti', 'taman', 'gora', 'studeni', 'tišina', 'morski', 'bezdan', 'neprovidan', 'tmina', 'večan', 'pokret', 'nevidljiv', 'doba', 'tako', 'beskrajan', 'silan', 'koban', 'teći', 'krv', 'žena', 'ili', 'mašta', 'dah', 'prepun', 'svašta', 'svugde', 'prisutan', 'svi', 'istodoban', 'pobeliti', 'zvezda', 'suton', 'lug', 'rađati', 'sunce', 'noć', 'telo', 'drhtati', 'samoća', 'raspaliti', 'oganj', 'ili', 'smrzati', 'tuga', 'taman', 'more', 'lepota', 'kob', 'cel', 'trepet', 'Sen', 'ljubiti', 'žena', 'silan', 'strujati', 'kroz', 'vena', 'dob', 'mračan', 'tajna', 'ležati', 'dno', 'glas', 'eho', 'ćutanje', 'videti', 'gde', 'dug', 'sat', 'oko', 'zaseniti']
6	opet sam te sreo tamnu, punu sete – braniš nevidljivoj suzi da poteče; ko sen beznadežni, tako, jadno dete, ti beše pored nas celo jedno veče, sve beše odavna nestalo međ nami, i ljubav, i mržnja. a naše dve strane duše osećahu, ipak, ko u tami: kipe dve-tri suze još neisplakane. i negdašnjeg srca, nikad nerečena, pritajena, tamna, reč htede poteći… a kad pođe kao beznadežna sena – nikad možda nismo bili bliže sreći.	['opet', 'sresti', 'taman', 'pun', 'setiti', 'braniti', 'nevidljiv', 'suza', 'poteći', 'Sen', 'beznadežan', 'tako', 'jadan', 'dete', 'Beš', 'pored', 'cel', 'jedan', 'veče', 'Beš', 'odavna', 'nestati', 'međ', 'nam', 'ljubav', 'mržnja', 'naš', 'dva', 'strana', 'duša', 'osećati', 'ipak', 'tama', 'kipeti', 'dve-tra', 'suza', 'još', 'neisplakan', 'negdašnji', 'srce', 'nikad', 'nerečen', 'pritajiti', 'taman', 'reč', 'poteći', '…', 'poći', 'beznadežan', 'seno', 'nikad', 'možda', 'blisko', 'sreća']
6	htedoh da mi ljubav ima lice sretno, kao rečna nimfa, čije vlasi duge veselo crvene; ali beše setno, i kose joj behu tamne, ko u tuge. htedoh da zapevam mlad ditiramb sreće, a ja najtužniju ispevah poemu; počnem da se nadam, a osetim veće neku slutnju davnu, zaspalu i nemu. tako novu želju prati suza stara; tako nova ljubav u časima holim neosetno rane starinske otvara – pa me strah da želim, i užas da volim.	['ljubav', 'imati', 'lice', 'sretno', 'rečni', 'nimfa', 'čiji', 'vlas', 'dug', 'veselo', 'crven', 'Beš', 'setan', 'kosa', 'taman', 'tuga', 'zapevati', 'mlad', 'ditiramb', 'sreća', 'tužan', 'ispevati', 'poema', 'početi', 'nadati', 'osetiti', 'velik', 'neki', 'slutnja', 'davan', 'zaspala', 'nem', 'tako', 'nov', 'želja', 'pratiti', 'suza', 'star', 'tako', 'nov', 'ljubav', 'čas', 'holiti', 'neosetno', 'ran', 'starinski', 'otvarati', 'strah', 'želeti', 'užas', 'voliti']
6	ja te volim jednim žarom neveselim, i sumnjom u tugu i lepotu jada; sreća koju imam uništava sada beskonačnu drugu sreću koju želim. zaklanjaš mi sunce, a dala si sama sto očiju mome srcu, i sve pute duši, da bi ipak svi nestali u te, kao izgubljeni zvuk u dolinama. i sto volja kao belih jata k jugu, da sva na tvoj ostrv padnu očarana; i sto vera da te slede jednog dana – ko sto blede dece u litiju dugu. digla si sto mržnja da stražare, kao sto crnih jedrila, sva pred tvojom lukom… i tako mom dahu prinela si rukom cvet tvog bića krupan, otrovan i zao. i svom strašću prve i poslednje žene, vladaš mojom dušom, svom i svagda; slična sudbi, tako i ti, silna, nepomična, stojiš izmeđ mene i sveg oko mene. dok iz suhe stene bije nova voda, i plavi cvetovi iz staroga panja, i sijaju kao u sam dan postanja sva zvezdana kola sa velikog svoda. moju ljubav tamnu kao mrak u česti, ja ispunih mržnjom, kajanjem i strahom – no žeđ za izdajstvom pretvori se mahom sva u novi zavet i slast ispovesti. tako gorko pada neko veče bledo na sve moje pute, bolno, po sve doba, duboko u meni: dok ljubav i zloba, kao dva anđela, poju naporedo.	['voliti', 'jedan', 'žar', 'neveseo', 'sumnja', 'tuga', 'lepota', 'jad', 'sreća', 'koji', 'imati', 'uništavati', 'sada', 'beskonačan', 'drugi', 'sreća', 'koji', 'želeti', 'zaklanjati', 'sunce', 'dati', 'sam', 'sto', 'oko', 'srce', 'put', 'duša', 'ipak', 'nestati', 'izgubiti', 'zvuk', 'dolina', 'sto', 'volja', 'beo', 'jato', 'k', 'jug', 'ostrv', 'pasti', 'očarati', 'sto', 'vera', 'slediti', 'jedan', 'dan', 'sto', 'bled', 'dete', 'litij', 'duga', 'dići', 'sto', 'mržnja', 'stražar', 'sto', 'crn', 'jedriti', 'pred', 'luka', '…', 'tako', 'dah', 'prineti', 'ruka', 'cvet', 'biće', 'krupan', 'otrovati', 'zao', 'svoj', 'strast', 'prvi', 'poslednji', 'žena', 'vladati', 'duša', 'svoj', 'svagda', 'sličan', 'sudbi', 'tako', 'silan', 'nepomičan', 'stajati', 'izmeđ', 'oko', 'dok', 'suh', 'stena', 'nov', 'voda', 'plav', 'cvet', 'star', 'panj', 'sijati', 'sam', 'dan', 'postanje', 'zvezdan', 'kola', 'velik', 'svod', 'ljubav', 'taman', 'mrak', 'čest', 'ispuniti', 'mržnja', 'kajanje', 'strah', 'no', 'žeđ', 'izdajstvo', 'pretvoriti', 'mah', 'nov', 'zavet', 'slast', 'ispovest', 'tako', 'gorko', 'padati', 'neki', 'veče', 'bled', 'put', 'bolno', 'doba', 'duboko', 'dok', 'ljubav', 'zloba', 'dva', 'anđeo', 'poj', 'napored']
6	još bakreno nebo raspaljeno sija, sva reka krvava od večernjeg žara; još podmukli požar kao da izbija iza crne šume starih četinara. negde u daljini čuje se da hukti vodenički točak promuknutim glasom; dim i plamen žderu nebo koje bukti, a vodeno cveće spava nad talasom. opet jedno veče ... i meni se čini da negde daleko, preko triju mora, pri zalasku sunca u prvoj tišini, u blistavoj senci smaragdovih gora - bleda, kao čežnja, nepoznata žena, s krunom i u sjaju, sedi, misleć na me.. teška je, beskrajna, večna tuga njena na domaku noći, tišine i tame. pred vrtovima okean se pruža, razleće se modro jato galebova; kroz bokore mrtvih docvetalih ruža šumori vetar tužnu pesmu snova. uprtih zenica prema nebu zlatnom, dva giganta sfinksa tu stražare tako, dokle ona plače; a za morskim platnom, iznemoglo sunce zalazi, polako. i ja kome ne zna imena ni lica, sve sam njene misli ispunio sade. vernost se zaklinje s tih hladnih usnica.. kao smrt su verne ljubavi bez nade! vaj, ne recite mi nikad: nije tako, ni da moje srce sve to laže sebi, jer ja bih tad plakô, ja bih večno plakô, i nikad se više utešio ne bi'.	['još', 'bakren', 'nebo', 'raspaliti', 'sijati', 'reka', 'krvav', 'večernji', 'žar', 'još', 'podmukao', 'požar', 'izbijati', 'iza', 'crn', 'šuma', 'star', 'četinar', 'negde', 'daljina', 'čuti', 'huktiti', 'vodenički', 'točak', 'promuknut', 'glas', 'dim', 'plamen', 'žderati', 'nebo', 'koji', 'bukteti', 'voden', 'cveće', 'spavati', 'nad', 'talas', 'opet', 'jedan', 'veče', 'činiti', 'negde', 'daleko', 'preko', 'tri', 'more', 'pri', 'zalazak', 'sunce', 'prvi', 'tišina', 'blistav', 'senka', 'smaragdov', 'gora', 'bled', 'čežnja', 'nepoznat', 'žena', 'kruna', 'sjaj', 'sediti', 'misleći', 'težak', 'beskrajan', 'večan', 'tuga', 'njen', 'domak', 'noć', 'tišina', 'tama', 'pred', 'vrt', 'okean', 'pružati', 'razletati', 'modar', 'jato', 'galeb', 'kroz', 'Bokor', 'mrtav', 'docvetal', 'ruža', 'šumoriti', 'vetar', 'tužan', 'pesma', 'san', 'uprt', 'Zenica', 'prema', 'nebo', 'zlatan', 'dva', 'gigant', 'sfinks', 'stražar', 'tako', 'dokle', 'plakati', 'morski', 'platni', 'iznemogao', 'sunce', 'zalaziti', 'polako', 'znati', 'ime', 'lice', 'njen', 'misao', 'ispuniti', 'saditi', 'vernost', 'zaklinjati', 'hladan', 'usnica', 'smrt', 'veran', 'ljubav', 'bez', 'nada', 'vajfaj', 'reći', 'nikad', 'tako', 'srce', 'lagati', 'jer', 'tad', 'plakô', 'večno', 'plakô', 'nikad', 'mnogo', 'utešiti']
7	lice tvoje, nebo moje, sa njega mi munje dvoje oči žegu, a po njemu u rastegu oblačići krvi lete - buru prete. nepogodu i bujicu predskazanu na tvom licu, sevotinu bure ljute, ljubav slute. još sakrivaš munje puste tamnom šumom kose guste, u obrve i u veđe kriješ teške nepogode, da je želje moje veće ne pogode. a ja stojim srca meka, gole ruke, gole prsi, al mi duša opet čeka ma na propast - od tebeka čeka, čeka. al ne mogu, oh, ne mogu, poletiću višnjem bogu, poletiću u to nebo za koje sam pokrov prebo, beli pokrov moje sreće poletiću željan tiću u tu kosu, u te veđe, tu me neće - tu će bura da me pređe; oko mene neka pali, vaseljena nek se svali, nek se lomi, nek pucaju živi gromi; a ja bolan snivam vojan u poplanu od bure utkanu, u snovoje snujem prame tvoje, u bunovnom u susanku podvikujem, jecam, snivam, a kad bude na uranku, snova snove da uživam.	['lice', 'nebo', 'munja', 'dvoje', 'oko', 'žega', 'rasteg', 'oblačić', 'krv', 'letiti', 'bura', 'pretiti', 'nepogoda', 'bujica', 'predskazati', 'lice', 'sevotina', 'bura', 'ljut', 'ljubav', 'slutiti', 'još', 'sakrivati', 'munja', 'pustiti', 'taman', 'šuma', 'kosa', 'gust', 'obrva', 'veđa', 'kriti', 'težak', 'nepogoda', 'želja', 'velik', 'pogoditi', 'stajati', 'srce', 'mek', 'gol', 'ruka', 'gol', 'prsi', 'duša', 'opet', 'čekati', 'ma', 'propast', 'tebek', 'čekati', 'čekati', 'moći', 'oh', 'moći', 'poletiti', 'višnji', 'bog', 'poletić', 'nebo', 'koji', 'pokrov', 'prebati', 'beo', 'pokrov', 'sreća', 'poletiti', 'željan', 'Tić', 'kosa', 'veđa', 'bura', 'preći', 'oko', 'neka', 'paliti', 'vaseliti', 'nek', 'svaliti', 'nek', 'lomiti', 'nek', 'pucati', 'živeti', 'gromi', 'bolan', 'snivati', 'Vojan', 'poplan', 'bura', 'utkati', 'snovoj', 'sniti', 'pram', 'bunovan', 'susanak', 'podvikovati', 'jecati', 'snivati', 'Uranka', 'san', 'san', 'uživati']
7	srce moje samohrano, ko te dozva u moj dom? neumorna pletisanko, što pletivo pleteš tanko među javom i međ snom. srce moje, srce ludo, šta ti misliš s pletivom? k’o pletilja ona stara, dan što plete, noć opara, među javom i međ snom. srce moje, srce kivno, ubio te živi grom! što se ne daš meni živu razabrati u pletivu među javom i međ snom!	['srce', 'samohran', 'dozvati', 'dom', 'neumoran', 'pletisanko', 'pletivo', 'plesti', 'tanko', 'među', 'java', 'međ', 'san', 'srce', 'srce', 'ludo', 'misliti', 'pletivo', 'k', 'pletilja', 'star', 'dan', 'plesti', 'noć', 'opar', 'među', 'java', 'međ', 'san', 'srce', 'srce', 'kivno', 'ubiti', 'živeti', 'grom', 'dati', 'živ', 'razabrati', 'pletivo', 'među', 'java', 'međ', 'san']
7	razbolela se ljubav u tvome draganu, razbolela se časkom i časkom izda’nu. da vide kako mi je u tuzi velikoj, povešću sjajan pogreb umrloj jedinoj. u ljubavna ću pisma obaviti je svu, da čuva tajna tajnu i kletva zakletvu. položicu joj telo na čudna nosila, od pokidanih žica i starih gusala. za nosili’ će ići rodbina njena sva: lepota, mati njena, i vera, sestrica. a kraj nje će da idu sve sitna siročad, skorašnjih poljubaca ljubavni porod mlad. pred nosili’ će ići po redu popovi, u odeždama crnim sa sveti krstovi. ti popovi su stari, sve večni bolovi, sve uzdisaji crni, ti crni popovi. pred popovi’ će biti đačića koji red, da poju “svjati bože!” da bude pogreb svet. ti đačići su pesme što za njom uzdišu, što teše dušu njenu i bogu uzdiču. stihari im se svetle na mladih rameni, a barjaci se viju s čiraci’ plameni’. nad grobom su joj dali opelo popovi, “so svjatimi” se ori nad mladi grobovi. “so svjatimi” se ori k’o pripev iz raja, naposletku još đaci otpoju “vječnaja”. poskakala je za njom rodbina njena sva; i njojzi moji đaci otpoju “vječnaja”. još i sad k’o da čujem to sveto “vječnaja”, a k’o da ću ga slušat životu do kraja. i sinoć baš ga čujem, već dockan pred zoru, a neko k’o da kucnu na tamnom prozoru. zablista mesečina sa bleda pokrova: - ljubavni vampir to je i pratnja njegova.	['razboleti', 'ljubav', 'Dragan', 'razboleti', 'časak', 'časak', 'izdati', 'nu', 'videti', 'kako', 'tuga', 'velik', 'povest', 'sjajan', 'pogreb', 'umrli', 'jedini', 'ljubavni', 'pismo', 'obaviti', 'čuvati', 'tajna', 'tajan', 'kletva', 'zakletva', 'položica', 'telo', 'čudan', 'nositi', 'pokidati', 'žica', 'star', 'gusao', 'nositi', 'ići', 'rodbina', 'njen', 'lepota', 'Mati', 'njen', 'vera', 'sestrica', 'kraj', 'ići', 'sitan', 'siroče', 'skorašnji', 'poljubac', 'ljubavni', 'porod', 'mlad', 'pred', 'nositi', 'ići', 'red', 'pop', 'odežda', 'crn', 'svet', 'krst', 'pop', 'star', 'večan', 'bol', 'uzdisaj', 'crn', 'crn', 'pop', 'pred', 'pop', 'đačić', 'koji', 'red', 'poj', 'svjati', 'Bog', '”', 'pogreb', 'svet', 'đačić', 'pesma', 'uzdihati', 'tešiti', 'duša', 'njen', 'bog', 'uzdiča', 'stihariti', 'oni', 'svetao', 'mlad', 'rameni', 'barjak', 'viti', 'čirak', 'plamen', 'nad', 'grob', 'dati', 'opelo', 'pop', 'so', 'svjat', '”', 'oriti', 'nad', 'mlad', 'grob', 'so', 'svjat', '”', 'orati', 'k', 'pripev', 'raj', 'naposletku', 'još', 'đak', 'otpojati', 'vječnaja', '”', 'poskakati', 'rodbina', 'njen', 'njojaz', 'đak', 'otpojati', 'vječnaja', '”', 'još', 'sad', 'k', 'čuti', 'svet', 'vječnaja', '”', 'k', 'slušat', 'život', 'kraj', 'sinoć', 'baš', 'čuti', 'već', 'dočkati', 'pred', 'zora', 'netko', 'k', 'kucnuti', 'taman', 'prozor', 'zablistati', 'mesečina', 'bled', 'pokrov', 'ljubavni', 'vampir', 'pratnja', 'njegov']
